39|97
39|62
39|57
39|85
39|42
39|99
39|68
39|66
39|56
39|43
39|14
39|89
39|29
39|59
39|55
39|11
39|73
39|86
72|76
72|98
72|42
72|35
72|87
72|73
72|96
72|45
72|97
72|75
72|39
72|47
72|91
72|24
72|37
72|19
72|69
72|57
72|89
72|36
72|94
72|63
72|14
72|23
29|96
29|23
29|56
29|31
29|98
29|63
29|59
29|19
29|53
29|55
29|77
29|76
29|82
29|45
29|69
29|22
29|93
29|94
29|67
29|87
29|41
29|33
29|72
29|49
67|73
67|63
67|96
67|23
67|57
67|36
67|35
67|91
67|45
67|82
67|24
67|47
67|19
67|39
67|87
67|72
67|37
67|69
67|76
67|75
67|89
67|98
67|22
67|94
42|67
42|55
42|11
42|62
42|97
42|34
42|77
42|14
42|43
42|53
42|68
42|29
42|31
42|38
42|56
42|66
42|59
42|41
42|33
42|86
42|99
42|93
42|49
42|85
77|72
77|69
77|94
77|24
77|93
77|57
77|67
77|82
77|47
77|35
77|39
77|91
77|63
77|23
77|45
77|36
77|76
77|98
77|96
77|22
77|75
77|37
77|87
77|19
62|49
62|33
62|59
62|38
62|99
62|93
62|82
62|72
62|66
62|34
62|77
62|11
62|68
62|55
62|85
62|86
62|67
62|31
62|29
62|41
62|53
62|56
62|43
62|22
24|66
24|85
24|99
24|43
24|36
24|57
24|97
24|38
24|75
24|53
24|14
24|11
24|89
24|42
24|34
24|35
24|39
24|68
24|73
24|29
24|62
24|49
24|86
24|91
37|35
37|43
37|36
37|24
37|62
37|73
37|97
37|38
37|57
37|91
37|11
37|86
37|66
37|29
37|39
37|49
37|89
37|99
37|68
37|14
37|34
37|85
37|42
37|75
68|34
68|67
68|72
68|77
68|53
68|59
68|38
68|96
68|49
68|82
68|63
68|94
68|55
68|43
68|31
68|93
68|22
68|33
68|56
68|41
68|19
68|76
68|99
68|29
73|68
73|99
73|43
73|77
73|53
73|59
73|49
73|31
73|85
73|97
73|55
73|14
73|38
73|89
73|86
73|29
73|33
73|62
73|42
73|66
73|34
73|41
73|11
73|56
47|66
47|11
47|39
47|37
47|42
47|89
47|14
47|62
47|91
47|85
47|35
47|24
47|99
47|86
47|36
47|68
47|29
47|73
47|75
47|34
47|38
47|43
47|57
47|97
97|67
97|99
97|68
97|14
97|59
97|31
97|55
97|56
97|77
97|38
97|86
97|85
97|11
97|82
97|62
97|33
97|53
97|49
97|29
97|66
97|43
97|41
97|34
97|93
31|45
31|72
31|24
31|96
31|69
31|98
31|77
31|67
31|41
31|94
31|93
31|82
31|63
31|23
31|22
31|59
31|37
31|47
31|55
31|91
31|76
31|19
31|87
31|75
33|55
33|76
33|47
33|87
33|31
33|98
33|19
33|24
33|96
33|63
33|94
33|72
33|45
33|37
33|69
33|59
33|41
33|23
33|91
33|93
33|22
33|77
33|67
33|82
99|19
99|93
99|87
99|43
99|33
99|29
99|63
99|55
99|67
99|77
99|96
99|31
99|76
99|22
99|41
99|72
99|23
99|59
99|38
99|94
99|49
99|53
99|56
99|82
93|69
93|36
93|23
93|91
93|72
93|73
93|37
93|45
93|75
93|96
93|35
93|87
93|82
93|94
93|57
93|39
93|63
93|22
93|67
93|19
93|47
93|24
93|98
93|76
45|47
45|39
45|89
45|57
45|97
45|86
45|85
45|14
45|73
45|98
45|35
45|62
45|75
45|66
45|99
45|68
45|24
45|91
45|34
45|36
45|42
45|11
45|37
45|38
34|67
34|82
34|76
34|38
34|31
34|96
34|43
34|53
34|19
34|63
34|22
34|72
34|23
34|56
34|49
34|29
34|77
34|41
34|93
34|94
34|55
34|59
34|33
34|99
98|99
98|91
98|24
98|97
98|39
98|62
98|35
98|85
98|34
98|66
98|89
98|11
98|38
98|37
98|57
98|36
98|75
98|47
98|86
98|14
98|42
98|73
98|68
91|39
91|56
91|14
91|99
91|36
91|35
91|66
91|11
91|43
91|42
91|73
91|75
91|49
91|57
91|86
91|62
91|34
91|89
91|29
91|68
91|85
91|53
11|77
11|34
11|31
11|41
11|94
11|67
11|99
11|93
11|38
11|49
11|82
11|33
11|43
11|85
11|59
11|66
11|22
11|86
11|53
11|29
11|68
36|31
36|33
36|99
36|62
36|11
36|38
36|97
36|85
36|89
36|39
36|57
36|14
36|68
36|43
36|56
36|86
36|42
36|55
36|53
36|29
22|35
22|96
22|91
22|42
22|94
22|19
22|72
22|75
22|63
22|97
22|39
22|76
22|89
22|87
22|24
22|73
22|47
22|57
22|23
69|47
69|34
69|89
69|62
69|14
69|37
69|36
69|99
69|66
69|24
69|91
69|68
69|11
69|35
69|73
69|86
69|98
69|57
38|72
38|23
38|22
38|56
38|53
38|87
38|55
38|82
38|49
38|59
38|43
38|67
38|29
38|76
38|77
38|31
38|96
82|57
82|96
82|42
82|75
82|73
82|37
82|19
82|47
82|23
82|89
82|63
82|72
82|69
82|36
82|98
82|35
96|97
96|14
96|47
96|89
96|86
96|75
96|11
96|24
96|42
96|36
96|66
96|23
96|87
96|98
96|91
23|36
23|62
23|75
23|14
23|66
23|57
23|87
23|85
23|69
23|73
23|24
23|11
23|39
23|35
75|73
75|11
75|56
75|66
75|85
75|89
75|57
75|35
75|43
75|34
75|36
75|49
75|14
66|33
66|31
66|55
66|43
66|53
66|56
66|41
66|93
66|34
66|76
66|67
66|59
56|98
56|87
56|31
56|41
56|33
56|96
56|67
56|59
56|63
56|82
56|45
85|41
85|82
85|55
85|29
85|53
85|38
85|68
85|33
85|31
85|56
43|67
43|55
43|94
43|87
43|56
43|45
43|19
43|41
43|29
63|42
63|39
63|73
63|87
63|91
63|66
63|23
63|96
19|11
19|42
19|36
19|37
19|14
19|86
19|98
49|31
49|77
49|69
49|94
49|59
49|56
53|94
53|33
53|41
53|63
53|37
89|49
89|99
89|11
89|55
55|67
55|87
55|76
86|56
86|31
94|57
